0.1000   2.502192006892286  17.131595748201903 75.082874624465447
0.1300   1.834118070624840 10.589556769257783  38.840342375545873
0.1500   1.544293723211406 8.074016805339467   26.930980814843664  
0.1700   1.304759719857184 6.196697790034602   18.763427262072693
0.2000   1.071895160011117 4.440909688349886   11.799627716832013
0.3000   0.800971853188793 2.268593117090592    4.457369187448221
